,CFSAUID
192612,G1T
192613,G1T
192659,G1T
192660,G1T
192661,G1T
192662,G1T
192663,G1T
192685,G1T
192687,G1T
192734,G1T
192735,G1T
192791,G1T
192807,G1T
192845,G1T
192846,G1T
192892,G1T
192893,G1T
192894,G1T
192895,G1T
192905,G1T
192906,G1T
192926,G1T
192927,G1T
192928,G1T
192929,G1T
192930,G1T
192933,G1T
192936,G1T
192937,G1T
192940,G1T
192946,G1T
192949,G1T
192989,G1T
192990,G1T
192992,G1T
193005,G1T
193006,G1T
193007,G1T
193008,G1T
193015,G1T
193016,G1T
193020,G1T
193021,G1T
193068,G1T
193116,G1T
193117,G1T
193118,G1T
193119,G1T
193120,G1T
193176,G1T
193177,G1T
193178,G1T
193179,G1T
193209,G1T
193211,G1T
193221,G1T
193222,G1T
193223,G1T
193230,G1T
193236,G1T
193263,G1T
193264,G1T
193265,G1T
193266,G1T
193292,G1T
193293,G1T
193335,G1T
193336,G1T
193337,G1T
193354,G1T
193355,G1T
193388,G1T
193389,G1T
193399,G1T
193439,G1T
193511,G1W
193512,G1W
193547,G1W
193548,G1W
193549,G1W
193550,G1W
193556,G1W
193557,G1W
193558,G1W
193567,G1W
193568,G1W
193569,G1W
193570,G1W
193590,G1W
193629,G1W
193646,G1W
193655,G1W
193680,G1W
193681,G1W
193730,G1W
193744,G1W
193745,G1W
193746,G1W
193835,G1W
193836,G1W
193942,G1W
193943,G1W
193945,G1W
193973,G1W
193974,G1W
193980,G1W
193981,G1W
194014,G1W
194015,G1W
194020,G1W
194041,G1W
194042,G1W
194043,G1W
194044,G1W
194045,G1W
194074,G1W
194076,G1W
194077,G1W
194085,G1W
194086,G1W
194091,G1W
194092,G1W
194093,G1W
194094,G1W
194164,G1W
194172,G1W
194173,G1W
194174,G1W
194241,G1W
194257,G1W
194258,G1W
194275,G1W
194309,G1W
194310,G1W
194312,G1W
194388,G1W
194389,G1W
194390,G1W
194401,G1W
194402,G1W
194403,G1W
194404,G1W
194534,G1W
194543,G1W
194563,G1W
194564,G1W
194582,G1W
194608,G1W
194637,G1W
194674,G1W
194725,G1W
194727,G1W
194777,G1W
194793,G1W
194802,G1W
194803,G1W
194804,G1W
194805,G1W
194811,G1W
194845,G1W
194846,G1W
194847,G1W
194848,G1W
194851,G1W
194852,G1W
194903,G1W
194904,G1W
194905,G1W
194906,G1W
194924,G1W
194925,G1W
194932,G1W
194936,G1W
194952,G1T
194953,G1T
194954,G1T
194986,G1T
194987,G1T
194991,G1T
194992,G1T
195026,G1T
195027,G1T
195048,G1T
195049,G1T
195050,G1T
195056,G1T
195067,G1T
195068,G1T
195073,G1T
195123,G1T
195131,G1T
195144,G1T
195176,G1T
195182,G1T
195185,G1T
195187,G1T
195188,G1T
195189,G1T
195196,G1T
195198,G1T
195211,G1T
195212,G1T
195213,G1T
195299,G1T
195332,G1T
195460,G1W
195461,G1W
195462,G1W
195464,G1W
195465,G1W
195466,G1W
195467,G1W
195468,G1W
195469,G1W
195746,G1W
195757,G1W
195758,G1W
195782,G1W
195783,G1W
195813,G1W
195819,G1W
195920,G1T
195921,G1T
195950,G1T
195969,G1T
195970,G1T
195971,G1T
195972,G1T
195978,G1T
195979,G1T
195989,G1T
195990,G1T
196012,G1T
196017,G1T
196018,G1T
196047,G1T
196048,G1T
196091,G1T
196092,G1T
196096,G1T
196103,G1T
196104,G1T
196120,G1T
196121,G1T
196122,G1T
196132,G1T
196192,G1T
196281,G1W
196289,G1W
196290,G1W
196300,G1W
196306,G1W
196307,G1W
196343,G1W
196344,G1W
196349,G1W
196350,G1W
196351,G1W
196357,G1W
196358,G1W
196359,G1W
196378,G1W
196379,G1W
196404,G1W
196434,G1W
196435,G1W
196437,G1W
196495,G1W
196496,G1W
196497,G1W
196507,G1W
196508,G1W
196509,G1W
196510,G1W
196517,G1W
196529,G1W
196568,G1W
196569,G1W
196581,G1W
196582,G1W
196583,G1W
196584,G1W
196618,G1W
196619,G1W
196651,G1W
196652,G1W
196653,G1W
196661,G1W
196662,G1W
196663,G1W
196691,G1W
196692,G1W
196694,G1W
196695,G1W
196730,G1W
196731,G1W
196761,G1W
196762,G1W
196763,G1W
196779,G1W
196780,G1W
196810,G1W
196811,G1W
196812,G1W
196813,G1W
196814,G1W
196815,G1W
196816,G1W
196817,G1W
196818,G1W
196835,G1W
196836,G1W
196837,G1W
196859,G1W
196860,G1W
196897,G1W
196898,G1W
196899,G1W
196900,G1W
196901,G1W
196924,G1W
196925,G1W
196931,G1W
196986,G1W
196987,G1W
197014,G1W
197015,G1W
197016,G1W
197017,G1W
197088,G1W
197089,G1W
197090,G1W
197091,G1W
197121,G1W
197150,G1W
197151,G1W
197163,G1W
197164,G1W
197182,G1W
197183,G1W
197197,G1W
197209,G1W
197210,G1W
197211,G1W
197215,G1W
197216,G1W
197217,G1W
197219,G1W
197220,G1W
197285,G1W
197286,G1W
197287,G1W
197300,G1W
197302,G1W
197303,G1W
197305,G1W
197306,G1W
197310,G1W
197316,G1W
197317,G1W
197318,G1W
197340,G1W
197341,G1W
197344,G1W
197345,G1W
197361,G1W
197385,G1W
197387,G1W
197421,G1W
197430,G1W
197431,G1W
197464,G1W
197465,G1W
197466,G1W
197467,G1W
197530,G1W
197531,G1W
197532,G1W
197550,G1W
197551,G1W
197552,G1W
197706,G1W
197707,G1W
197709,G1W
197710,G1W
197723,G1W
197724,G1W
197744,G1W
197757,G1W
197758,G1W
197771,G1W
197772,G1W
197775,G1W
197776,G1W
197785,G1W
197786,G1W
197787,G1W
197844,G1W
197845,G1W
197861,G1W
197865,G1W
197891,G1W
197905,G1W
197916,G1W
197917,G1W
197919,G1W
197920,G1W
197924,G1W
197930,G1W
197949,G1W
197985,G1W
197986,G1W
197995,G1W
198022,G1W
198048,G1W
198056,G1W
198082,G1W
198123,G1W
198132,G1W
198157,G1W
198191,G1W
198192,G1W
198206,G1W
198208,G1W
198209,G1W
198223,G1W
198276,G1W
198277,G1W
198282,G1W
198283,G1W
198288,G1W
198290,G1W
198325,G1W
198374,G1W
198375,G1W
198376,G1W
198377,G1W
198378,G1W
198384,G1W
198385,G1W
198387,G1W
198446,G1W
198448,G1W
198449,G1W
198479,G1W
198481,G1W
198486,G1W
198487,G1W
198542,G1W
198558,G1W
198559,G1W
198562,G1W
198563,G1W
198655,G1W
198746,G1W
198752,G1W
198767,G1W
198791,G1W
198792,G1W
198793,G1W
198794,G1W
198854,G1W
198855,G1W
198856,G1W
198857,G1W
198858,G1W
198882,G1W
198907,G1W
198908,G1W
198910,G1W
198946,G1W
198947,G1W
198948,G1W
198953,G1W
198959,G1W
199013,G1W
199014,G1W
199021,G1W
199022,G1W
199055,G1W
199078,G1W
199079,G1W
199080,G1W
199081,G1W
199093,G1W
199115,G1W
199116,G1W
199117,G1W
199118,G1W
199176,G1W
199177,G1W
199184,G1W
199190,G1W
199191,G1W
199192,G1W
199210,G1W
199272,G1W
199273,G1W
199275,G1W
199287,G1W
199304,G1W
199305,G1W
199306,G1W
199307,G1W
199312,G1W
199313,G1W
199315,G1W
199321,G1W
199332,G1W
199341,G1W
199342,G1W
199418,G1W
199442,G1W
199443,G1W
199466,G1W
199467,G1W
199502,G1W
199503,G1W
199504,G1W
199520,G1W
199532,G1W
199563,G1W
199583,G1W
199585,G1W
199635,G1W
199636,G1W
199670,G1W
199672,G1W
199675,G1W
199702,G1W
199703,G1W
199712,G1W
199713,G1W
199714,G1W
199715,G1W
199716,G1W
199802,G1W
199807,G1W
199808,G1W
199853,G1W
199854,G1W
199855,G1W
199856,G1W
199857,G1W
199880,G1W
199881,G1W
199887,G1W
199897,G1W
199898,G1W
199899,G1W
199901,G1W
199902,G1W
199907,G1W
199908,G1W
199909,G1W
199910,G1W
199911,G1W
199921,G1W
199922,G1W
199961,G1W
199982,G1W
200008,G1W
200009,G1W
200030,G1W
200031,G1W
200048,G1W
200049,G1W
200070,G1W
200071,G1W
200106,G1W
200107,G1W
200116,G1W
200117,G1W
200118,G1W
200119,G1W
200165,G1V
200176,G1V
200177,G1V
200178,G1V
200217,G1V
200218,G1V
200249,G1V
200250,G1V
200251,G1V
200268,G1V
200269,G1V
200270,G1V
200271,G1V
200318,G1V
200330,G1V
200331,G1V
200337,G1V
200338,G1V
200347,G1V
200349,G1V
200362,G1V
200363,G1V
200368,G1V
200390,G1V
200391,G1V
200406,G1V
200407,G1V
200408,G1V
200409,G1V
200410,G1V
200424,G1V
200459,G1V
200461,G1V
200474,G1V
200493,G1V
200494,G1V
200495,G1V
200497,G1V
200515,G1V
200531,G1V
200532,G1V
200533,G1V
200534,G1V
200555,G1V
200574,G1V
200576,G1V
200593,G1V
200638,G1V
200639,G1V
200672,G1V
200680,G1V
200681,G1V
200702,G1V
200703,G1V
200708,G1V
200709,G1V
200712,G1V
200754,G1V
200757,G1V
200774,G1V
200776,G1V
200777,G1V
200783,G1V
200784,G1V
200802,G1V
200804,G1V
200805,G1V
200812,G1V
200819,G1V
200820,G1V
200837,G1V
200838,G1V
200839,G1V
200840,G1V
200842,G1V
200852,G1V
200854,G1V
200898,G1V
200928,G1V
200929,G1V
200936,G1V
200937,G1V
200975,G1V
200976,G1V
200977,G1V
200978,G1V
201040,G1V
201042,G1V
201043,G1V
201051,G1V
201107,G1V
201109,G1V
201143,G1V
201152,G1V
201153,G1V
201164,G1V
201166,G1V
201236,G1V
201237,G1V
201238,G1V
201266,G1V
201267,G1V
201278,G1V
201279,G1V
201281,G1V
201290,G1V
201298,G1V
201299,G1V
201300,G1V
201313,G1V
201314,G1V
201346,G1V
201351,G1V
201362,G1V
201375,G1V
201404,G1V
201405,G1V
201418,G1V
201420,G1V
201449,G1V
201450,G1V
201452,G1V
201453,G1V
201509,G1V
201510,G1V
201512,G1V
201513,G1V
201524,G1V
201525,G1V
201558,G1V
201595,G1V
201596,G1V
201601,G1V
201602,G1V
201604,G1V
201609,G1V
201618,G1V
201619,G1V
201622,G1V
201711,G1V
201743,G1V
201752,G1V
201763,G1V
201764,G1V
201765,G1V
201766,G1V
201772,G1V
201773,G1V
201784,G1V
201785,G1V
201805,G1V
201808,G1V
201821,G1V
201822,G1V
201849,G1V
201850,G1V
201851,G1V
201852,G1V
201858,G1V
201859,G1V
201860,G1V
201867,G1V
201868,G1V
201895,G1V
201923,G1V
201939,G1V
201940,G1V
201942,G1V
201943,G1V
201945,G1V
201946,G1V
201948,G1V
201949,G1V
201959,G1V
201960,G1V
201962,G1V
201967,G1V
201969,G1V
201973,G1V
201984,G1V
201988,G1V
201989,G1V
201991,G1V
201992,G1V
201993,G1V
202004,G1V
202011,G1V
202012,G1V
202064,G1V
202065,G1V
202090,G1V
202101,G1V
202102,G1V
202103,G1V
202104,G1V
202118,G1V
202131,G1V
202151,G1V
202154,G1V
202155,G1V
202206,G1V
202223,G1V
202228,G1V
202231,G1V
202242,G1V
202258,G1V
202259,G1V
202291,G1V
202313,G1V
202314,G1V
202323,G1V
202324,G1V
202333,G1V
202355,G1V
202356,G1V
202357,G1V
202358,G1V
202359,G1V
202361,G1V
202362,G1V
202363,G1V
202364,G1V
202450,G1V
202451,G1V
202476,G1V
202477,G1V
202498,G1V
202499,G1V
202512,G1V
202513,G1V
202515,G1V
202555,G1V
202556,G1V
202576,G1V
202602,G1V
202612,G1V
202674,G1V
202675,G1V
202692,G1V
202716,G1V
202717,G1V
202741,G1V
202761,G1V
202763,G1V
202767,G1V
202795,G1V
202807,G1V
202808,G1V
202839,G1V
202845,G1V
202849,G1V
202868,G1V
202907,G1V
202908,G1V
202917,G1V
202938,G1V
202939,G1V
202968,G1V
202988,G1V
202990,G1V
202991,G1V
203001,G1V
203081,G1V
203094,G1V
203143,G1V
203144,G1V
203147,G1V
203148,G1V
203173,G1V
203187,G1V
203201,G1V
203213,G1V
203214,G1V
203219,G1V
203224,G1V
203225,G1V
203231,G1V
203232,G1V
203302,G1V
203303,G1V
203304,G1V
203311,G1V
203312,G1V
203337,G1V
203338,G1V
203355,G1V
203366,G1V
203369,G1V
203370,G1V
203386,G1V
203387,G1V
203388,G1V
203392,G1V
203428,G1V
203436,G1V
203461,G1V
203501,G1V
203502,G1V
203556,G1V
203587,G1V
203620,G1V
203624,G1V
203632,G1V
203633,G1V
203647,G1V
203707,G1V
203741,G1V
203757,G1V
203789,G1V
203793,G1V
203813,G1V
203814,G1V
203815,G1V
203816,G1V
203849,G1V
203850,G1V
203864,G1V
203865,G1V
203866,G1V
203867,G1V
203877,G1V
203878,G1V
203896,G1V
203908,G1V
203911,G1V
203938,G1V
203943,G1V
203955,G1V
203965,G1V
204013,G1V
204026,G1V
204027,G1V
204032,G1V
204033,G1V
204046,G1V
204047,G1V
204048,G1V
204063,G1V
204069,G1V
204090,G1V
204091,G1V
204110,G1V
204111,G1V
204174,G1V
204202,G1V
204203,G1V
204204,G1V
204302,G1V
204316,G1V
204317,G1V
204318,G1V
204344,G1V
204345,G1V
204361,G1V
204369,G1V
204370,G1V
204371,G1V
204376,G1V
204382,G1V
204414,G1V
204415,G1V
204416,G1V
204417,G1V
204418,G1V
204419,G1V
204431,G1V
204453,G1V
204493,G1V
204494,G1V
204531,G1V
204532,G1V
204594,G1V
204595,G1V
204606,G1V
204607,G1V
204608,G1V
204676,G1V
204698,G1V
204711,G1V
204712,G1V
204741,G1V
204778,G1V
204789,G1V
204790,G1V
204794,G1V
204806,G1V
204807,G1V
204821,G1V
204823,G1V
204840,G1V
204845,G1V
204846,G1V
204860,G1V
204908,G1V
204913,G1V
204918,G1V
204953,G1V
204963,G1V
204991,G1V
205000,G1V
205023,G1V
205024,G1V
205025,G1V
205049,G1V
205085,G1V
205113,G1V
205114,G1V
205117,G1V
205118,G1V
205122,G1V
205135,G1V
205136,G1V
205147,G1V
205148,G1V
205157,G1V
205158,G1V
205177,G1V
205178,G1V
205195,G1V
205211,G1V
205212,G1V
205223,G1V
205224,G1V
205244,G1V
205254,G1V
205255,G1V
205268,G1V
205269,G1V
205287,G1V
205288,G1V
205309,G1V
205310,G1V
205319,G1V
205320,G1V
205337,G1V
205338,G1V
205369,G1V
205371,G1V
205378,G1V
205388,G1V
205389,G1V
205402,G1V
205411,G1V
205412,G1V
205416,G1V
205423,G1V
205424,G1V
205431,G1V
205443,G1V
205489,G1V
205498,G1V
205503,G1V
205562,G1V
205563,G1V
205604,G1V
205605,G1V
205606,G1V
205651,G1V
205679,G1V
205779,G1V
205780,G1V
205795,G1V
205796,G1V
205805,G1V
205806,G1V
205823,G1V
205851,G1V
205852,G1V
205853,G1V
205854,G1V
205855,G1V
205856,G1V
205876,G1V
205918,G1V
205927,G1V
205933,G1V
205947,G1V
205974,G1V
205977,G1V
206003,G1V
206022,G1V
206026,G1V
206036,G1V
206041,G1V
206079,G1V
206090,G1V
206091,G1V
206096,G1V
206099,G1V
206100,G1V
206115,G1V
206118,G1V
206148,G1V
206166,G1V
206167,G1V
206186,G1V
206202,G1V
206203,G1V
206214,G1V
206215,G1V
206222,G1V
206223,G1V
206224,G1V
206225,G1V
206252,G1V
206253,G1V
206254,G1V
206255,G1V
206256,G1V
206257,G1V
206278,G1V
206279,G1V
206280,G1V
206281,G1V
206297,G1V
206298,G1V
206311,G1V
206324,G1V
206335,G1V
206336,G1V
206341,G1V
206342,G1V
206343,G1V
206344,G1V
206345,G1V
206346,G1V
206347,G1V
206377,G1V
206378,G1V
206379,G1V
206380,G1V
206403,G1V
206407,G1V
206452,G1V
206475,G1V
206499,G1V
206516,G1V
206559,G1V
206584,G1V
206585,G1V
206588,G1V
206666,G1V
206668,G1V
206671,G1V
206675,G1V
206707,G1V
206712,G1V
206739,G1V
206740,G1V
206751,G1V
206752,G1V
206753,G1V
206754,G1V
206765,G1V
206766,G1V
206767,G1V
206769,G1V
206842,G1V
206843,G1V
206844,G1V
206861,G1V
206862,G1V
206882,G1V
206883,G1V
206935,G1V
206940,G1V
206943,G1V
206964,G1V
206965,G1V
206966,G1V
206984,G1V
206985,G1V
206986,G1V
206997,G1V
206999,G1V
207007,G1V
207033,G1V
207053,G1V
207054,G1V
207055,G1V
207056,G1V
207057,G1V
207066,G1V
207067,G1V
207074,G1V
207075,G1V
207094,G1V
207116,G1V
207121,G1V
207134,G1V
207135,G1V
207147,G1V
207153,G1V
207166,G1V
207180,G1V
207184,G1V
207186,G1V
207307,G1V
207320,G1V
207322,G1V
207344,G1V
207346,G1V
207374,G1V
207395,G1V
207401,G1V
207410,G1V
207425,G1V
207426,G1V
207427,G1V
207429,G1V
207431,G1V
207493,G1V
207511,G1V
207532,G1V
207564,G1V
207565,G1V
207587,G1V
207588,G1V
207608,G1V
207609,G1V
207610,G1V
207611,G1V
207621,G1V
207622,G1V
207623,G1V
207624,G1V
207690,G1V
207691,G1V
207713,G1V
207744,G1V
207818,G1V
207828,G1V
207838,G1V
207890,G1V
207891,G1V
207892,G1V
207914,G1V
207915,G1V
207916,G1V
207917,G1V
207918,G1V
207919,G1V
207920,G1V
208049,G1V
208050,G1V
208051,G1V
208052,G1V
208184,G1V
208197,G1V
208209,G1V
208212,G1V
208223,G1V
208258,G1V
208260,G1V
208298,G1V
208321,G1V
208323,G1V
208356,G1V
208362,G1V
208363,G1V
208374,G1V
208375,G1V
208393,G1V
208394,G1V
208490,G1V
208531,G1V
208532,G1V
208534,G1V
208575,G1V
208576,G1V
208577,G1V
208578,G1V
208579,G1V
208592,G1V
208593,G1V
208607,G1V
208608,G1V
208610,G1V
208652,G1S
208653,G1S
208662,G1S
208667,G1S
208671,G1S
208688,G1S
208689,G1S
208690,G1S
208700,G1S
208701,G1S
208742,G1S
208747,G1S
208758,G1S
208761,G1S
208769,G1S
208776,G1S
208824,G1S
208829,G1S
208871,G1S
208874,G1S
208903,G1S
208910,G1S
208928,G1S
208993,G1S
209049,G1S
209050,G1S
209056,G1S
209058,G1S
209107,G1S
209166,G1S
209171,G1S
209176,G1S
209191,G1S
209202,G1S
209210,G1S
209223,G1S
209224,G1S
209225,G1S
209231,G1S
209244,G1S
209245,G1S
209321,G1S
209323,G1S
209325,G1S
209338,G1S
209339,G1S
209340,G1S
209341,G1S
209359,G1S
209360,G1S
209363,G1S
209364,G1S
209383,G1S
209427,G1S
209428,G1S
209429,G1S
209439,G1S
209440,G1S
209463,G1S
209578,G1S
209579,G1S
209580,G1S
209581,G1S
209628,G1S
209629,G1S
209699,G1S
209711,G1S
209713,G1S
209756,G1S
209784,G1S
209788,G1S
209805,G1S
209834,G1S
209835,G1S
209873,G1S
209874,G1S
209884,G1S
209887,G1S
209888,G1S
209978,G1S
210001,G1S
210005,G1S
210006,G1S
210019,G1S
210046,G1S
210060,G1S
210061,G1S
210070,G1S
210071,G1S
210078,G1S
210083,G1S
210084,G1S
210085,G1S
210086,G1S
210099,G1S
210100,G1S
210116,G1S
210117,G1S
210139,G1S
210155,G1S
210156,G1S
210179,G1S
210180,G1S
210181,G1S
210182,G1S
210183,G1S
210192,G1S
210193,G1S
210198,G1S
210252,G1S
210275,G1S
210276,G1S
210278,G1S
210287,G1S
210301,G1S
210332,G1S
210353,G1S
210357,G1S
210365,G1S
210366,G1S
210372,G1S
210393,G1S
210395,G1S
210409,G1S
210432,G1S
210433,G1S
210435,G1S
210457,G1S
210464,G1S
210466,G1S
210467,G1S
210468,G1S
210469,G1S
210470,G1S
210505,G1S
210506,G1S
210526,G1S
210529,G1S
210530,G1S
210539,G1S
210542,G1S
210546,G1S
210547,G1S
210563,G1S
210565,G1S
210566,G1S
210567,G1S
210568,G1S
210570,G1S
210582,G1S
210583,G1S
210584,G1S
210615,G1S
210616,G1S
210623,G1S
210624,G1S
210625,G1S
210626,G1S
210627,G1S
210628,G1S
210629,G1S
210681,G1S
210690,G1S
210691,G1S
210692,G1S
210693,G1S
210694,G1S
210700,G1S
210701,G1S
210706,G1S
210721,G1S
210740,G1S
210741,G1S
210745,G1S
210746,G1S
210755,G1S
210789,G1S
210802,G1S
210803,G1S
210825,G1S
210826,G1S
210827,G1S
210828,G1S
210849,G1S
210851,G1S
210852,G1S
210892,G1S
210893,G1S
210894,G1S
210911,G1N
210935,G1N
210936,G1N
210937,G1N
210938,G1N
210955,G1N
210956,G1N
210984,G1N
210992,G1N
210993,G1N
211029,G1N
211030,G1N
211036,G1N
211037,G1N
211053,G1N
211054,G1N
211056,G1N
211068,G1N
211070,G1N
211071,G1N
211073,G1N
211123,G1N
211136,G1N
211169,G1N
211170,G1N
211199,G1N
211202,G1N
211247,G1N
211248,G1N
211294,G1N
211332,G1N
211333,G1N
211334,G1N
211342,G1N
211383,G1N
211466,G1M
211467,G1M
211472,G1M
211497,G1M
211502,G1M
211536,G1M
211549,G1M
211552,G1M
211605,G1M
211615,G1M
211628,G1M
211635,G1M
211636,G1M
211649,G1M
211676,G1M
211736,G1M
211742,G1M
211743,G1M
211745,G1M
211753,G1M
211794,G1M
211822,G1M
211848,G1M
211855,G1M
211873,G1M
211874,G1M
211915,G1M
211926,G1M
211935,G1M
211936,G1M
211937,G1M
211938,G1M
211972,G1M
211987,G1M
211993,G1M
211994,G1M
211995,G1M
212025,G1M
212026,G1M
212096,G1M
212125,G1M
212166,G1M
212186,G1M
212187,G1M
212228,G1M
212252,G1M
212256,G1M
212260,G1M
212262,G1M
212276,G1M
212277,G1M
212278,G1M
212299,G1M
212300,G1M
212340,G1M
212358,G1M
212394,G1M
212407,G1M
212408,G1M
212409,G1M
212446,G1M
212486,G1M
212501,G1M
212504,G1M
212505,G1M
212522,G1M
212532,G1M
212538,G1M
212543,G1M
212544,G1M
212545,G1M
212563,G1M
212587,G1M
212601,G1M
212602,G1M
212607,G1M
212608,G1M
212614,G1M
212615,G1M
212642,G1M
212644,G1M
212645,G1M
212655,G1M
212661,G1M
212662,G1M
212716,G1M
212717,G1M
212737,G1M
212748,G1M
212749,G1M
212756,G1M
212757,G1M
212764,G1M
212765,G1M
212766,G1M
212812,G1M
212813,G1M
212816,G1M
212817,G1M
212818,G1M
212820,G1M
212821,G1M
212862,G1M
212869,G1M
212890,G1M
212891,G1M
212892,G1M
212947,G1M
212975,G1M
213005,G1M
213006,G1M
213045,G1M
213047,G1M
213048,G1M
213049,G1M
213090,G1M
213091,G1M
213092,G1M
213093,G1M
213095,G1M
213156,G1M
213157,G1M
213161,G1M
213196,G1M
213210,G1M
213231,G1M
213253,G1M
213254,G1M
213322,G1M
213323,G1M
213324,G1M
213325,G1M
213326,G1M
213332,G1M
213333,G1M
213334,G1M
213403,G1M
213436,G1M
213437,G1M
213445,G1M
213446,G1M
213468,G1M
213474,G1M
213475,G1M
213517,G1M
213524,G1M
213527,G1M
213529,G1M
213554,G1M
213569,G1M
213642,G1M
213649,G1M
213652,G1M
213659,G1M
213664,G1M
213673,G1M
213699,G1M
213702,G1M
213707,G1M
213708,G1M
213715,G1M
213750,G1M
213751,G1M
213768,G1M
213770,G1M
213780,G1M
213781,G1M
213782,G1M
213785,G1M
213794,G1M
213795,G1M
213796,G1M
213897,G1M
213898,G1M
213905,G1M
213944,G1M
214001,G1M
214024,G1M
214086,G1M
214088,G1M
214147,G1M
214168,G1M
214171,G1M
214180,G1M
214181,G1M
214196,G1M
214212,G1M
214219,G1M
214232,G1M
214297,G1M
214298,G1M
214299,G1M
214300,G1M
214301,G1M
214334,G1M
214335,G1M
214343,G1M
214361,G1M
214362,G1M
214363,G1M
214439,G1M
214463,G1M
214465,G1M
214468,G1M
214486,G1M
214489,G1M
214496,G1M
214524,G1M
214525,G1M
214526,G1M
214666,G1M
214675,G1M
214678,G1M
214753,G1M
214754,G1M
214810,G1M
214907,G1N
214908,G1N
214910,G1N
214924,G1N
214925,G1N
214959,G1N
215027,G1N
215034,G1N
215035,G1N
215098,G1N
215124,G1N
215129,G1N
215131,G1N
215132,G1N
215147,G1N
215179,G1N
215219,G1N
215255,G1N
215257,G1N
215277,G1N
215279,G1N
215303,G1N
215304,G1N
215321,G1N
215322,G1N
215323,G1N
215324,G1N
215325,G1N
215326,G1N
215345,G1N
215346,G1N
215358,G1N
215371,G1N
215429,G1N
215430,G1N
215443,G1N
215453,G1N
215468,G1N
215486,G1N
215488,G1N
215498,G1N
215502,G1N
215512,G1N
215531,G1N
215532,G1N
215540,G1N
215541,G1N
215550,G1N
215592,G1N
215622,G1N
215633,G1N
215642,G1N
215648,G1N
215689,G1N
215690,G1N
215691,G1N
215704,G1N
215718,G1N
215740,G1N
215741,G1N
215753,G1N
215758,G1N
215881,G1N
215884,G1N
215885,G1N
215905,G1N
215906,G1N
215908,G1N
215917,G1N
215921,G1N
215922,G1N
215929,G1N
215930,G1N
215940,G1N
215945,G1N
215946,G1N
215984,G1N
215989,G1N
215990,G1N
215993,G1N
215994,G1N
216043,G1N
216054,G1N
216073,G1N
216074,G1N
216110,G1N
216111,G1N
216112,G1N
216113,G1N
216194,G1N
216232,G1N
216233,G1N
216234,G1N
216235,G1N
216237,G1N
216253,G1N
216258,G1N
216262,G1N
216264,G1N
216266,G1N
216273,G1N
216278,G1N
216279,G1N
216309,G1N
216310,G1N
216311,G1N
216350,G1N
216419,G1N
216425,G1N
216431,G1N
216432,G1N
216462,G1N
216463,G1N
216464,G1N
216465,G1N
216470,G1N
216471,G1N
216479,G1N
216480,G1N
216497,G1N
216498,G1N
216499,G1N
216513,G1N
216514,G1N
216515,G1N
216526,G1N
216575,G1N
216576,G1N
216588,G1N
216595,G1N
216596,G1N
216654,G1N
216658,G1N
216659,G1N
216681,G1N
216682,G1N
216683,G1N
216684,G1N
216796,G1N
216797,G1N
216831,G1N
216849,G1N
216851,G1N
216852,G1N
216855,G1N
216857,G1N
216900,G1N
216908,G1N
216928,G1N
216940,G1N
216947,G1N
217026,G1N
217031,G1N
217032,G1N
217060,G1N
217061,G1N
217062,G1N
217063,G1N
217069,G1N
217095,G1N
217096,G1N
217125,G1N
217158,G1N
217159,G1N
217160,G1N
217173,G1N
217180,G1N
217181,G1N
217192,G1N
217225,G1N
217259,G1N
217262,G1N
217264,G1N
217272,G1N
217275,G1N
217278,G1N
217289,G1N
217312,G1N
217319,G1N
217320,G1N
217336,G1N
217337,G1N
217406,G1N
217415,G1N
217416,G1N
217418,G1N
217424,G1N
217436,G1N
217437,G1N
217443,G1N
217454,G1N
217455,G1N
217460,G1N
217474,G1N
217477,G1N
217485,G1N
217493,G1N
217494,G1N
217496,G1N
217523,G1N
217524,G1N
217575,G1N
217576,G1N
217609,G1N
217615,G1N
217616,G1N
217655,G1N
217656,G1N
217722,G1N
217729,G1N
217730,G1N
217731,G1N
217732,G1N
217734,G1N
217735,G1N
217737,G1N
217738,G1N
217739,G1N
217740,G1N
217742,G1N
217756,G1N
217786,G1N
217787,G1N
217796,G1N
217800,G1N
217801,G1N
217818,G1N
217823,G1N
217827,G1N
217835,G1N
217858,G1N
217863,G1N
217865,G1N
217867,G1N
217903,G1N
217904,G1N
217931,G1N
217942,G1N
217974,G1N
217975,G1N
217976,G1N
217996,G1N
217997,G1N
217998,G1N
218013,G1N
218034,G1N
218035,G1N
218063,G1N
218064,G1N
218065,G1N
218066,G1N
218135,G1N
218136,G1N
218159,G1K
218215,G1K
218251,G1K
218252,G1K
218285,G1K
218301,G1K
218302,G1K
218308,G1K
218344,G1K
218354,G1K
218355,G1K
218361,G1K
218372,G1K
218408,G1K
218410,G1K
218413,G1K
218425,G1K
218432,G1K
218445,G1K
218451,G1K
218454,G1K
218472,G1K
218512,G1K
218563,G1K
218564,G1K
218632,G1K
218633,G1K
218729,G1K
218730,G1K
218731,G1K
218749,G1K
218750,G1K
218791,G1K
218795,G1K
218825,G1K
218826,G1K
218843,G1K
218844,G1K
218848,G1K
218850,G1K
218853,G1K
218880,G1K
218881,G1K
218902,G1K
218947,G1K
218957,G1K
218958,G1K
218973,G1K
218985,G1K
218986,G1K
218987,G1K
218989,G1K
